,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
66,exchange-4_cpc_results.csv,1.7383616336032748,Linear,0.66666667,3,KMeans,1.0,1.0,0.9
67,exchange-3_cpc_results.csv,1.9226761966789678,Linear,0.57142857,4,KMeans,1.0,1.0,0.9
68,exchange-4_cpm_results.csv,2.6382590800206476,KMeans,0.75,5,KMeans,1.0,1.0,0.9
69,,,,,,,,,
70,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
71,exchange-2_cpc_results.csv,0.0509208531391534,KMeans,0.33333333,1,KMeans,1.0,1.0,1.0
72,exchange-2_cpm_results.csv,0.8595185701331018,KMeans,0.8,2,KMeans,1.0,1.0,1.0
73,exchange-4_cpc_results.csv,1.7383616336032748,Linear,0.66666667,3,KMeans,1.0,1.0,1.0
74,exchange-3_cpc_results.csv,1.9226761966789678,Linear,0.57142857,4,KMeans,1.0,1.0,1.0
75,exchange-4_cpm_results.csv,2.6382590800206476,KMeans,0.75,5,KMeans,1.0,1.0,1.0
76,,,,,,,,,
77,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
78,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.0
79,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.0
80,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.0
81,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.0
82,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.0
83,,,,,,,,,
84,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
85,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.1
86,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.1
87,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.1
88,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.1
89,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.1
90,,,,,,,,,
91,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
92,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.2
93,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.2
94,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.2
95,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.2
96,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.2
97,,,,,,,,,
98,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
99,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.30000000000000004
100,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.30000000000000004
101,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.30000000000000004
102,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.30000000000000004
103,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.30000000000000004
104,,,,,,,,,
105,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
106,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.4
107,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.4
108,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.4
109,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.4
110,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.4
111,,,,,,,,,
