,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
110,Letter Recognition,81451100465.36237,KMeans,0.44545455,2,KMeans,0.83333333,1.0,0.9
111,Thyroid Disease,81812487668.01141,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.9
112,Object Images,81861721123.36542,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.9
113,Statlog Shuttle,81928261041.57713,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.9
114,Speech Accent Data,81937799344.22174,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.9
115,Landsat Satellite,81943261681.1807,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.9
116,ec2_cpu_utilization_c6585a.csv,81950774879.48546,Linear,0.0,8,KMeans,0.83333333,1.0,0.9
117,cpu_utilization_asg_misconfiguration.csv,81950965449.51405,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.9
118,Twitter_volume_IBM.csv,81950999005.80043,Linear,0.5,10,KMeans,0.83333333,1.0,0.9
119,,,,,,,,,
120,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
121,Pen-Based Recognition of Handwritten Text,45100023361188.35,KMeans,0.88648649,1,KMeans,0.83333333,1.0,1.0
122,Letter Recognition,45270954214424.83,KMeans,0.44545455,2,KMeans,0.83333333,1.0,1.0
123,Thyroid Disease,45320779724085.28,KMeans,0.22317597,3,KMeans,0.83333333,1.0,1.0
124,Object Images,45327727586696.016,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,1.0
125,Statlog Shuttle,45336898858224.77,KMeans,0.96766744,5,KMeans,0.83333333,1.0,1.0
126,Speech Accent Data,45338237327486.08,Linear,0.11764706,6,KMeans,0.83333333,1.0,1.0
127,Landsat Satellite,45338982492546.734,Linear,0.71794872,7,KMeans,0.83333333,1.0,1.0
128,ec2_cpu_utilization_c6585a.csv,45340025718054.06,Linear,0.0,8,KMeans,0.83333333,1.0,1.0
129,cpu_utilization_asg_misconfiguration.csv,45340052081193.336,KMeans,0.00775194,9,KMeans,0.83333333,1.0,1.0
130,Twitter_volume_IBM.csv,45340055904971.266,Linear,0.5,10,KMeans,0.83333333,1.0,1.0
131,,,,,,,,,
132,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
133,iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,16368580.511375606,KMeans,0.5,1,KMeans,0.38537271,0.4468761299999999,0.0
134,exchange-4_cpc_results.csv,23054183.106780887,Linear,0.66666667,2,KMeans,0.38537271,0.4468761299999999,0.0
135,Pen-Based Recognition of Handwritten Text (Local),39306526.0744102,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.0
136,exchange-3_cpc_results.csv,44710111.24182755,Linear,0.57142857,4,KMeans,0.38537271,0.4468761299999999,0.0
137,exchange-2_cpm_results.csv,90239064.97927582,KMeans,0.8,5,KMeans,0.38537271,0.4468761299999999,0.0
138,TravelTime_387.csv,96712066.4139682,KMeans,0.66666667,6,KMeans,0.38537271,0.4468761299999999,0.0
139,exchange-4_cpm_results.csv,121871260.49187082,KMeans,0.75,7,KMeans,0.38537271,0.4468761299999999,0.0
140,rogue_agent_key_hold.csv,125443458.8827256,Linear,0.003367,8,KMeans,0.38537271,0.4468761299999999,0.0
141,speed_t4013.csv,182518305.69682944,Linear,1.0,9,KMeans,0.38537271,0.4468761299999999,0.0
142,occupancy_t4013.csv,182883001.46750677,Linear,1.0,10,KMeans,0.38537271,0.4468761299999999,0.0
143,,,,,,,,,
144,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
145,exchange-2_cpm_results.csv,17708662.54453343,KMeans,0.8,1,KMeans,0.38537271,0.4468761299999999,0.1
146,TravelTime_387.csv,25079536.463763595,KMeans,0.66666667,2,KMeans,0.38537271,0.4468761299999999,0.1
147,Pen-Based Recognition of Handwritten Text (Local),40083592.469730794,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.1
148,rogue_agent_key_hold.csv,57796475.48243564,Linear,0.003367,4,KMeans,0.38537271,0.4468761299999999,0.1
149,iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,66409296.94260138,KMeans,0.5,5,KMeans,0.38537271,0.4468761299999999,0.1
150,exchange-4_cpc_results.csv,111300994.31174052,Linear,0.66666667,6,KMeans,0.38537271,0.4468761299999999,0.1
151,speed_t4013.csv,122641524.78907996,Linear,1.0,7,KMeans,0.38537271,0.4468761299999999,0.1
152,occupancy_t4013.csv,123203934.41805428,Linear,1.0,8,KMeans,0.38537271,0.4468761299999999,0.1
153,exchange-3_cpc_results.csv,135961207.61849368,Linear,0.57142857,9,Linear,0.92639843,0.98790185,0.1
154,ec2_disk_write_bytes_c0d644.csv,137611130.42935222,Linear,0.5,10,Linear,0.92639843,0.98790185,0.1
155,,,,,,,,,
156,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
157,TravelTime_451.csv,1870097.2253589034,KMeans,0.4,1,KMeans,0.38537271,0.4468761299999999,0.2
158,ec2_network_in_5abac7.csv,4575548.195628762,Linear,0.66666667,2,KMeans,0.38537271,0.4468761299999999,0.2
159,occupancy_6005.csv,5009265.852137864,Linear,1.0,3,Linear,0.92639843,0.98790185,0.2
160,nyc_taxi.csv,5415702.114427388,Linear,0.25,4,Linear,0.92639843,0.98790185,0.2
161,rds_cpu_utilization_e47b3b.csv,7270424.576829851,Linear,0.66666667,5,Linear,0.92639843,0.98790185,0.2
162,ec2_cpu_utilization_53ea38.csv,7270424.576829851,KMeans,0.04255319,6,Linear,0.92639843,0.98790185,0.2
163,ec2_cpu_utilization_24ae8d.csv,7270424.576829851,KMeans,1.0,7,Linear,0.92639843,0.98790185,0.2
164,elb_request_count_8c0756.csv,7270424.576829851,Linear,0.66666667,8,Linear,0.92639843,0.98790185,0.2
165,ec2_cpu_utilization_5f5533.csv,7270424.576829851,KMeans,0.57142857,9,Linear,0.92639843,0.98790185,0.2
166,ec2_cpu_utilization_825cc2.csv,7270424.576829851,KMeans,0.66666667,10,KMeans,0.38537271,0.4468761299999999,0.2
167,,,,,,,,,
168,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
169,ec2_cpu_utilization_c6585a.csv,304015014.4825381,Linear,0.0,1,Linear,0.92639843,0.98790185,0.30000000000000004
170,cpu_utilization_asg_misconfiguration.csv,331955156.77179503,KMeans,0.00775194,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
171,Twitter_volume_IBM.csv,335990821.1620964,Linear,0.5,3,Linear,0.92639843,0.98790185,0.30000000000000004
172,Twitter_volume_FB.csv,336110267.72533023,Linear,1.0,4,Linear,0.92639843,0.98790185,0.30000000000000004
173,machine_temperature_system_failure.csv,348196491.6153512,Linear,0.4,5,Linear,0.92639843,0.98790185,0.30000000000000004
174,Twitter_volume_CRM.csv,351536955.84560287,KMeans,0.54545455,6,Linear,0.92639843,0.98790185,0.30000000000000004
175,Twitter_volume_KO.csv,351684620.2630019,Linear,0.8,7,Linear,0.92639843,0.98790185,0.30000000000000004
176,ec2_disk_write_bytes_1ef3de.csv,356843332.89665794,Linear,0.08695652,8,Linear,0.92639843,0.98790185,0.30000000000000004
177,art_daily_flatmiddle.csv,365781766.1323513,KMeans,0.02,9,Linear,0.92639843,0.98790185,0.30000000000000004
178,ec2_cpu_utilization_ac20cd.csv,365781766.1323513,KMeans,0.66666667,10,Linear,0.92639843,0.98790185,0.30000000000000004
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,Landsat Satellite,228134756.6401043,Linear,0.71794872,1,Linear,0.92639843,0.98790185,0.4
182,Speech Accent Data,788836272.6184726,Linear,0.11764706,2,Linear,0.92639843,0.98790185,0.4
183,ec2_cpu_utilization_c6585a.csv,1644282647.083639,Linear,0.0,3,Linear,0.92639843,0.98790185,0.4
184,cpu_utilization_asg_misconfiguration.csv,1680155522.0905383,KMeans,0.00775194,4,Linear,0.92639843,0.98790185,0.4
185,Twitter_volume_IBM.csv,1684765790.8448558,Linear,0.5,5,Linear,0.92639843,0.98790185,0.4
186,Twitter_volume_FB.csv,1684919180.4509897,Linear,1.0,6,Linear,0.92639843,0.98790185,0.4
187,machine_temperature_system_failure.csv,1701008186.37047,Linear,0.4,7,Linear,0.92639843,0.98790185,0.4
188,Twitter_volume_CRM.csv,1704732308.0597916,KMeans,0.54545455,8,Linear,0.92639843,0.98790185,0.4
189,Twitter_volume_KO.csv,1704921923.3547082,Linear,0.8,9,Linear,0.92639843,0.98790185,0.4
190,ec2_disk_write_bytes_1ef3de.csv,1712109984.535328,Linear,0.08695652,10,Linear,0.92639843,0.98790185,0.4
191,,,,,,,,,
192,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
193,Statlog Shuttle,302167300.24791145,KMeans,0.96766744,1,KMeans,0.38537271,0.4468761299999999,0.5
194,Speech Accent Data,1244285286.2790234,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.5
195,Landsat Satellite,1769155876.8720093,Linear,0.71794872,3,Linear,0.92639843,0.98790185,0.5
196,ec2_cpu_utilization_c6585a.csv,2503198691.7872,Linear,0.0,4,Linear,0.92639843,0.98790185,0.5
197,cpu_utilization_asg_misconfiguration.csv,2521758751.5472617,KMeans,0.00775194,5,Linear,0.92639843,0.98790185,0.5
198,Twitter_volume_IBM.csv,2524499006.3505945,Linear,0.5,6,Linear,0.92639843,0.98790185,0.5
199,Twitter_volume_FB.csv,2524578348.867694,Linear,1.0,7,Linear,0.92639843,0.98790185,0.5
200,machine_temperature_system_failure.csv,2532547554.115899,Linear,0.4,8,Linear,0.92639843,0.98790185,0.5
201,Twitter_volume_CRM.csv,2534825298.6014404,KMeans,0.54545455,9,Linear,0.92639843,0.98790185,0.5
202,Twitter_volume_KO.csv,2534923334.777581,Linear,0.8,10,Linear,0.92639843,0.98790185,0.5
203,,,,,,,,,
