,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
92,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
93,rogue_agent_key_updown.csv,217132.44963300278,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.1
94,Object Images,429481.2745189348,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.1
95,,,,,,,,,
96,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
97,rogue_agent_key_updown.csv,216457.81065862393,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.2
98,Object Images,430155.9134933136,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.2
99,,,,,,,,,
100,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
101,rogue_agent_key_updown.csv,215243.46050474205,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.30000000000000004
102,Object Images,431370.2636471955,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.30000000000000004
103,,,,,,,,,
104,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
105,rogue_agent_key_updown.csv,213138.58690468012,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.4
106,Object Images,433475.1372472574,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.4
107,,,,,,,,,
108,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
109,rogue_agent_key_updown.csv,209455.0581045717,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.5
110,Object Images,437158.6660473658,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.5
111,,,,,,,,,
112,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
113,rogue_agent_key_updown.csv,202824.70626437664,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.6000000000000001
114,Object Images,443789.0178875609,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.6000000000000001
115,,,,,,,,,
116,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
117,rogue_agent_key_updown.csv,190448.04949601245,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.7000000000000001
118,Object Images,456165.6746559251,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.7000000000000001
119,,,,,,,,,
120,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
121,rogue_agent_key_updown.csv,166401.97348890489,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.8
122,Object Images,480211.75066303264,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.8
123,,,,,,,,,
124,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
125,rogue_agent_key_updown.csv,117708.66957451208,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,0.9
126,Object Images,528905.0545774255,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,0.9
127,,,,,,,,,
128,rogue_agent_key_hold.csv,0,Linear,0.003367,0,Linear,0.003367,1,
129,rogue_agent_key_updown.csv,14911.694644127274,Gaussian,0.00083455,1,Gaussian,0.00265428,0.99928728,1.0
130,Object Images,631702.0295078102,Gaussian,0.06772229,2,Gaussian,0.00265428,0.99928728,1.0
131,,,,,,,,,
0,,,,,K,,Method match,Accuracy,
