,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
297,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
298,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.0
299,,,,,,,,,
300,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
301,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.1
302,,,,,,,,,
303,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
304,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.2
305,,,,,,,,,
306,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
307,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.30000000000000004
308,,,,,,,,,
309,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
310,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.4
311,,,,,,,,,
312,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
313,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.5
314,,,,,,,,,
315,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
316,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.6000000000000001
317,,,,,,,,,
318,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
319,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.7000000000000001
320,,,,,,,,,
321,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
322,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.8
323,,,,,,,,,
324,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
325,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,0.9
326,,,,,,,,,
327,Landsat Satellite,0,Linear,0.71794872,0,Linear,0.71794872,1,
328,ambient_temperature_system_failure.csv,0.0,KMeans,0.8,1,KMeans,0.65517241,0.93722369,1.0
329,,,,,,,,,
330,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
331,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.0
332,,,,,,,,,
333,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
334,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.1
335,,,,,,,,,
336,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
337,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.2
338,,,,,,,,,
339,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
340,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.30000000000000004
341,,,,,,,,,
342,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
343,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.4
344,,,,,,,,,
345,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
346,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.5
347,,,,,,,,,
348,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
349,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.6000000000000001
350,,,,,,,,,
351,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
352,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.7000000000000001
353,,,,,,,,,
354,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
355,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.8
356,,,,,,,,,
357,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
358,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,0.9
359,,,,,,,,,
360,ambient_temperature_system_failure.csv,0,KMeans,0.8,0,KMeans,0.8,1,
361,exchange-3_cpm_results.csv,0.0,Linear,1.0,1,Linear,0.14285714,0.34285714,1.0
362,,,,,,,,,
363,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
364,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.0
365,,,,,,,,,
366,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
367,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.1
368,,,,,,,,,
369,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
370,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.2
371,,,,,,,,,
372,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
373,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.30000000000000004
374,,,,,,,,,
375,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
376,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.4
377,,,,,,,,,
378,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
379,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.5
380,,,,,,,,,
381,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
382,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.6000000000000001
383,,,,,,,,,
384,exchange-3_cpm_results.csv,0,Linear,1.0,0,Linear,1.0,1,
385,machine_temperature_system_failure.csv,0.0,Linear,0.4,1,Linear,1.0,1.0,0.7000000000000001
386,,,,,,,,,
