,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
217,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.6000000000000001
218,,,,,,,,,
219,speed_7578.csv,0,KMeans,0.75,0,KMeans,0.75,1,
220,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.7000000000000001
221,,,,,,,,,
222,speed_7578.csv,0,KMeans,0.75,0,KMeans,0.75,1,
223,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.8
224,,,,,,,,,
225,speed_7578.csv,0,KMeans,0.75,0,KMeans,0.75,1,
226,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.9
227,,,,,,,,,
228,speed_7578.csv,0,KMeans,0.75,0,KMeans,0.75,1,
229,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,1.0
230,,,,,,,,,
231,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
232,ec2_cpu_utilization_77c1ca.csv,0.0,KMeans,0.03921569,1,KMeans,0.66666667,1.0,0.0
233,,,,,,,,,
234,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
235,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.1
236,,,,,,,,,
237,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
238,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.2
239,,,,,,,,,
240,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
241,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.30000000000000004
242,,,,,,,,,
243,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
244,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.4
245,,,,,,,,,
246,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
247,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.5
248,,,,,,,,,
249,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
250,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.6000000000000001
251,,,,,,,,,
252,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
253,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.7000000000000001
254,,,,,,,,,
255,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
256,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.8
257,,,,,,,,,
258,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
259,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.9
260,,,,,,,,,
261,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
262,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,1.0
263,,,,,,,,,
264,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
265,ec2_cpu_utilization_fe7f93.csv,0.0,Linear,0.5,1,Linear,0.4,0.9,0.0
266,,,,,,,,,
267,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
268,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.1
269,,,,,,,,,
270,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
271,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.2
272,,,,,,,,,
273,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
274,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.30000000000000004
275,,,,,,,,,
276,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
277,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.4
278,,,,,,,,,
279,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
280,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.5
281,,,,,,,,,
282,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
283,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.6000000000000001
284,,,,,,,,,
285,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
286,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.7000000000000001
287,,,,,,,,,
288,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
289,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.8
290,,,,,,,,,
291,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
292,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,0.9
293,,,,,,,,,
294,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
295,exchange-4_cpm_results.csv,0.0,KMeans,0.75,1,KMeans,0.5,1.0,1.0
296,,,,,,,,,
297,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
298,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.0
299,,,,,,,,,
300,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
301,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.1
302,,,,,,,,,
303,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
304,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.2
305,,,,,,,,,
306,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
307,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.30000000000000004
308,,,,,,,,,
309,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
310,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.4
311,,,,,,,,,
312,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
313,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.5
314,,,,,,,,,
315,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
316,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.6000000000000001
317,,,,,,,,,
318,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
319,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.7000000000000001
320,,,,,,,,,
321,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
322,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.8
323,,,,,,,,,
324,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
325,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,0.9
326,,,,,,,,,
327,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
328,TravelTime_387.csv,0.0,KMeans,0.66666667,1,KMeans,0.75,1.0,1.0
329,,,,,,,,,
330,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
331,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.0
332,,,,,,,,,
